quartet_key,metric_version,source_version,source_hash,observed_nodes,observed_pairs,positive_pairs,strongest_edge,median_edge,disconnected
seasons_spring__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.02855,0.0,0
seasons_spring__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_spring__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.02856,0.0,0
seasons_spring__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_spring__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.13402,0.0,0
seasons_spring__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.03209,0.0,0
seasons_summer__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.05744,0.0,0
seasons_summer__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.10152,0.0,0
seasons_summer__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.11224,0.0,0
seasons_summer__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.0107,0.0,0
seasons_summer__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_summer__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_winter__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.25,0.00638,0
seasons_winter__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.02296,0.0,0
seasons_winter__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
seasons_winter__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
seasons_winter__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seasons_winter__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.0202,0.0,0
seasons_winter__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.07908,0.0,0
seasons_winter__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
seasons_winter__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.34737,0.04348,0
seasons_winter__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.04639,0.0,0
seasons_winter__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
seasons_winter__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.02036,0.0,0
seasons_winter__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01316,0.0,0
seasons_winter__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
security_tech__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.05346,0.0,0
security_tech__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
security_tech__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
security_tech__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
security_tech__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
security_tech__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
security_tech__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
security_tech__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
security_tech__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
security_tech__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.05753,0.0,0
security_tech__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.06594,0.0,0
security_tech__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
security_tech__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seeds_and_bulbs__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01519,0.0,0
seeds_and_bulbs__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,3,0,0.0,0.0,1
seeds_and_bulbs__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
seeds_and_bulbs__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,5,0,0.0,0.0,1
seeds_and_bulbs__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
seeds_and_bulbs__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
seeds_and_bulbs__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.05367,0.0,0
seeds_and_bulbs__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
seeds_and_bulbs__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,0,0,0.0,0.0,0
seeds_and_bulbs__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
seeds_and_bulbs__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
seeds_and_bulbs__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,1,0.04326,0.0,0
seeds_and_bulbs__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,1,0.0359,0.0,0
seismology__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
self_care__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,1,0.07576,0.0,0
self_defense_moves__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01034,0.0,0
self_defense_moves__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
self_defense_moves__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
self_defense_moves__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
self_defense_moves__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.15646,0.0,0
senses_and_perception__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
senses_and_perception__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
senses_and_perception__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.12352,0.0,0
senses_and_perception__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
senses_and_perception__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
senses_and_perception__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.0392,0.0,0
set_sail__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,3,0,0.0,0.0,1
sewing_and_repair__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.11688,0.0,0
sewing_and_repair__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.09957,0.0,0
sewing_and_repair__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.071,0.0,0
sewing_and_repair__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_and_repair__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01266,0.0,0
sewing_and_repair__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
sewing_and_repair__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_and_repair__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_and_repair__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.01093,0.0,0
sewing_and_repair__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_and_repair__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.53368,0.0,0
sewing_and_repair__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.01818,0.0,0
sewing_and_repair__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01542,0.0,0
sewing_and_repair__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_patterns__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_patterns__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_patterns__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.06239,0.0,0
sewing_patterns__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_patterns__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_patterns__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.01401,0.0,0
sewing_patterns__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_supplies__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.01818,0.0,0
sewing_supplies__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_supplies__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.04675,0.0,0
sewing_supplies__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.05905,0.0,0
sewing_supplies__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01279,0.0,0
sewing_supplies__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
sewing_supplies__15,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
sewing_supplies__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.02341,0.0,0
sewing_supplies__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.13979,0.0,0
sewing_supplies__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
sewing_supplies__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_supplies__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.46602,0.0,0
sewing_supplies__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
sewing_supplies__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
sewing_supplies__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.13979,0.006905,0
sewing_words__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
sewing_words__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
sewing_words__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.09819,0.0,0
sewing_words__15,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.07235,0.0,0
sewing_words__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.02341,0.0,0
sewing_words__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.46602,0.0,0
sewing_words__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.06968,0.0,0
sewing_words__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
sewing_words__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01362,0.0,0
shakespeare_plays__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,0,0,0.0,0.0,0
shakespeare_plays__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,0,0,0.0,0.0,0
shakespeare_plays__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,3,1,0.01867,0.0,0
shakespeare_plays__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,0,0,0.0,0.0,0
shakespeare_plays__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,0,0,0.0,0.0,0
shakespeare_plays__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,3,0,0.0,0.0,1
shakespeare_plays__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,0,0,0.0,0.0,0
shakespeare_plays__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,0,0,0,0.0,0.0,0
shakespeare_plays__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,0,0,0,0.0,0.0,0
shakespeare_plays__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,3,0,0.0,0.0,1
shakespeare_plays__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,0,0,0.0,0.0,0
shakespeare_plays__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,0,0,0.0,0.0,0
shakespeare_plays__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,3,0,0.0,0.0,1
shape_adjectives__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.11903,0.0,0
shape_adjectives__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shape_adjectives__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.15042,0.0,0
shape_adjectives__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shape_adjectives__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.07388,0.0,0
shape_adjectives__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
shape_adjectives__15,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
shape_adjectives__16,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.07784,0.0,0
shape_adjectives__17,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.20728,0.01507,0
shape_adjectives__18,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01359,0.0,0
shape_adjectives__19,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
shape_adjectives__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.03053,0.0,0
shape_adjectives__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.07712,0.0,0
shape_adjectives__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,4,0.2192,0.097185,0
shape_adjectives__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shape_adjectives__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shape_adjectives__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.1715,0.0,0
shape_adjectives__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shape_adjectives__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shapes__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.24327,0.0,0
shapes__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.1183,0.005235,0
shapes__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.40183,0.0,0
shapes__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shapes__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.0271,0.0,0
shapes__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
shapes__15,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01047,0.0,0
shapes__16,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shapes__17,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,1,0.0271,0.0,0
shapes__18,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,0,0.0,0.0,1
shapes__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shapes__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.18362,0.0,0
shapes__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01026,0.0,0
shapes__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.02828,0.0,0
shapes__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.28687,0.0,0
shapes__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.02815,0.0,0
shapes__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01018,0.0,0
shapes__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.11876,0.027275,0
sharks_and_rays__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,3,0,0.0,0.0,1
sharks_and_rays__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,0,0,0,0.0,0.0,0
sharks_and_rays__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,0,0,0,0.0,0.0,0
sharks_and_rays__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,3,0,0.0,0.0,1
sharks_and_rays__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,0,0,0,0.0,0.0,0
sharks_and_rays__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,0,0,0,0.0,0.0,0
shellfish__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,3,0.12404,0.00636,0
shellfish__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.17631,0.0,0
shellfish__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
shellfish__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shellfish__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,3,0,0.0,0.0,1
shellfish__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.32049,0.0,0
shellfish__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.03495,0.0,0
shellfish__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.01626,0.0,0
shellfish__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.02439,0.0,0
shellfish__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
shellfish__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.01055,0.0,0
shellfish__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,0,0.0,0.0,1
shellfish__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.01355,0.0,0
shells__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,1,0.16546,0.0,0
shells__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,0,0,0.0,0.0,0
shells__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,5,1,0.01355,0.0,0
shells__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,2,3,0,0.0,0.0,1
shells__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,5,2,0.03495,0.0,0
shells__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,3,0,0.0,0.0,1
shiny_things__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shiny_things__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.03514,0.0,0
shiny_things__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01309,0.0,0
shiny_things__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.01047,0.0,0
shiny_things__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.06499,0.0,0
shiny_things__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.12272,0.0,0
shiny_things__15,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shiny_things__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.4758,0.0,0
shiny_things__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.03342,0.0,0
shiny_things__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shiny_things__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,2,0.07068,0.0,0
shiny_things__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shiny_things__7,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shiny_things__8,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.11267,0.0,0
shiny_things__9,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shoe_parts__1,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shoe_parts__10,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shoe_parts__11,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shoe_parts__12,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,0,0.0,0.0,1
shoe_parts__13,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,3,6,1,0.10769,0.0,0
shoe_parts__14,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,1,3,0,0.0,0.0,1
shoe_parts__2,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shoe_parts__3,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
shoe_parts__4,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.03544,0.0,0
shoe_parts__5,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,1,0.03104,0.0,0
shoe_parts__6,swow-quartet/1.0,SWOW-EN.R100.20180827,40e75e55672898ac,4,6,0,0.0,0.0,1
